tag_clean,rejection_source,rejection_reason,semantic_category,n_uses,n_movies,n_users,top_user_share,pct_movies,idf
dog driving car,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
dog eat dog,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
dog eating a dead body,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
dog eating at a table,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
dog eating human,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
dog eats a fish,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
dog eats human flesh,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
dog escapes from a cage,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
dog fangs,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
dog fetches a stick,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
dog flu,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
dog food dish,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
dog fur hat,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
dog in a cage,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
dog in a car,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
dog in car,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
dog in church,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
dog in peril,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
dog jumping into water,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
dog jumping out a window,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
dog jumps out a window,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
dog jumps through a window,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
dog kennel,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
dog kibble,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
dog killed by a truck,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
dog killed by grenade,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
dog license,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
dog licking face,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
dog licks someone,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
dog medicine,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
dog missing,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
dog muzzle,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
dog on bed,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
dog on leash,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
dog on roller skates,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
dog on treadmill,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
dog owner,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
dog paces in a cage,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
dog pack,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
dog paddle swimming,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
dog protagonist,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
dog protects man,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
dog psychiatrist,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
dog reveals hiding place,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
dog running loose,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
dog shaking hands,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
dog shirt,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
dog shot,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
dog sitting,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
dog sled race,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
dog sleeping in bed,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
dog stealing food,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
dog steps on a man's crotch,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
dog swallowed key,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
dog swimming in ocean,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
dog team,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
dog testicles,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
dog tied to a dancer,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
dog urinating on floor,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
dog watches tv,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
dog wears a spacesuit,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
dog wears clothing,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
dog with handkerchief in neck,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
dog's grave,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
dog-sledding race,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
doge,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
doge of venice,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
dogen,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
doggy door,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
doggystyle,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
doggystyle sex position,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
dogme,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
dogs perspective,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
dogs unhurt,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
dogshit,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
doily,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
doing laundry,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
doing musical scales,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
doing shots,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
dojang,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
dokken,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
dolentina,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
doll clown,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
doll collector,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
doll comes alive,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
doll comes to life,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
doll like woman,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
doll making,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
doll's hand,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
dollar bill bookmark,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
dollar sign,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
dollar sign in title,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
dolls festival,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
dolly carte opera company,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
dolly shot,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
dolujace,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
dom perignon 2004,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
domain,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
dombasle france,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
domestic animal,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
domestic argument,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
domestic care,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
domestic comedy,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
domestic crime,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
domestic partnership,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
domestic quadrangle,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
domestic quarrel,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
domestic setting,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
domestic terrorist,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
domestic triangle,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
domestic turmoil,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
domestic warfare,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
domestic work,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
domestication,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
domestice abuse,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
domesticity,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
dominant sister,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
domineering stepmother,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
dominion,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
dominique fishback,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
domino character,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
domino game,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
domino playing,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
domino shuffling,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
domino tower,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
domremy la pucelle france,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
don quixote character,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
don rickles character,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
"don't ask, don't tell",semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
don't call me shirley,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
don't care about characters,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
don't care about it,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
don't confuse with 2015 version,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
don't get it,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
don't give up,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
don't know what to expect,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
don't like toby though,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
don't need to see again,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
don't really remember,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
don't remember exactly,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
don't take it seriously folks!,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
"don't trust those who say ""this flick isn't real",semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
don't waste your time,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
don't waste your time.,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
don't watch extended version,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
don't watch it,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
